Date,daily_return_firm,daily_return_market,daily_return_market_ew,trading_day_offset
2025-10-13,0.08695655679332304,0.015598671787557583,0.010035056599625003,-156
2025-10-14,0.1688889397515192,-0.0015643266604626893,0.008284327732343444,-155
2025-10-15,-0.05703425431193121,0.004026001159503689,0.0016911490207154323,-154
2025-10-16,-0.08064517989739162,-0.006294387099829435,-0.00900729660700783,-153
2025-10-17,0.0,0.0052707155502571545,0.0046375552998594305,-152
2025-10-20,-0.11403508496746784,0.010672270853256949,0.009960722241124653,-151
2025-10-21,-0.09900986651628196,3.2696450934288634e-05,0.00476822348552175,-150
2025-10-22,0.008241750144279303,-0.005337539220865439,-0.005084422173453951,-149
2025-10-23,0.024523136866033912,0.0058273934429324825,0.0048243747565626105,-148
2025-10-24,0.07978722156308371,0.00790242258787388,0.002556485356970173,-147
2025-10-27,-0.0837438224042294,0.012290050865671143,0.0045747914636238285,-146
2025-10-28,0.016129016752173708,0.0022879438603986557,-0.00908088164959131,-145
2025-10-29,-0.03703700199609339,-4.3578255173426506e-05,-0.011071069073864681,-144
2025-10-30,0.04395600076948947,-0.00990481243951924,-0.004121438579146042,-143
2025-10-31,0.04736843921471201,0.0026179217059763005,0.002119220076621575,-142
2025-11-03,-0.04020102639796852,0.0017207127269924793,-0.0029580812038539905,-141
2025-11-04,-0.06282722872536994,-0.011736830084583816,-0.006261721711335322,-140
2025-11-05,-0.06703911023782716,0.0036535556982648654,0.005948577116200449,-139
2025-11-06,-0.07784431052236152,-0.011178189042419073,-0.007389466560977831,-138
2025-11-07,0.14935066543555986,0.0012618418007710464,0.008916880160330543,-137
2025-11-10,-0.03954798530910497,0.01540101862170995,0.00520726841859398,-136
2025-11-11,0.03529408299799286,0.002075350517340535,0.005785200939240287,-135
2025-11-12,0.18749995766715544,0.0006295171887717999,0.002322073855498763,-134
2025-11-13,-0.03827747702939566,-0.01655685496159698,-0.011849787457753225,-133
2025-11-14,0.04477607691359675,-0.0005017255648851471,-0.003281534679422049,-132
2025-11-17,-0.32142856331909553,-0.00916226617680782,-0.013144181756095885,-131
2025-11-18,0.10877199704260576,-0.008256436690967983,-0.0002231128906212687,-130
2025-11-19,-0.15822784380354282,0.0037538357962292324,-0.0029921417372744674,-129
2025-11-20,-0.12030081253228397,-0.015567283563270418,-0.011674627770613344,-128
2025-11-21,-0.11111111111111116,0.009823035415319481,0.019312414856113236,-127
2025-11-24,0.048076993614966756,0.015467217001293498,0.004163184731723613,-126
2025-11-25,0.027522908689077363,0.009061696817220577,0.014466288727325693,-125
2025-11-26,-0.017857125751218117,0.006906711511012631,0.006423440990164453,-124
2025-11-28,0.10909091106131052,0.005354773163420257,0.0050859435169476885,-123
