Date,daily_return_firm,daily_return_market,daily_return_market_ew,trading_day_offset
2025-12-02,0.030302980261088797,0.002457235261999813,-0.00062285710331067,-155
2025-12-03,0.029411797704994802,0.0029797912994984355,0.00732144864061679,-154
2025-12-04,-0.028571459711814406,0.0010803218396737702,0.00044432721858345126,-153
2025-12-05,-0.058823515269287974,0.001936641757662061,0.0019753535340034656,-152
2025-12-08,-0.031249949442487934,-0.003477255626794018,-0.005927338635145496,-151
2025-12-09,0.03225801064423561,-0.0008763589340257116,-0.002068786158740843,-150
2025-12-10,0.09375001862645171,0.00674955693920154,0.013707562486692915,-149
2025-12-11,-0.05714284157266425,0.002079350841514227,0.008350600070337055,-148
2025-12-12,-0.03030306283029227,-0.010663649289958,-0.00654180051749409,-147
2025-12-15,-0.09375001862645183,-0.0015965630269072495,0.0008121875601145856,-146
2025-12-16,-0.03448270354182437,-0.0023839179519623555,-0.007095819018422489,-145
2025-12-17,-0.035714323944669335,-0.011592143912241393,-0.0030532897391514213,-144
2025-12-18,-0.11111113353731539,0.007934262269941872,0.0022505010622690946,-143
2025-12-19,-0.12499997161683452,0.008818059450332205,0.003671521141251244,-142
2025-12-22,0.0476190352617516,0.006436496360377575,0.007592129440044282,-141
2025-12-23,-0.09090906839021629,0.004550388765703239,-0.0024509540178658806,-140
2025-12-24,-0.09999997275216244,0.0032214822012188726,0.0037824859216786244,-139
2025-12-26,-0.05555561442433876,-0.00030436354912266594,2.1617239077231787e-05,-138
2025-12-29,-0.058823515269287974,-0.00349205148036813,-0.0018942628031698439,-137
2025-12-30,0.12500005321843366,-0.0013756671519022934,-0.001676052127081995,-136
2025-12-31,-0.111111153160242,-0.007357666300846111,-0.008769738644620051,-135
2026-01-02,0.023214306545501273,0.0018947067188299638,0.0067761985969252425,-134
2026-01-05,-0.14136124608783407,0.006354126864826393,0.009052643033565344,-133
2026-01-06,0.060975550659682964,0.006196712678341321,0.01223865037017502,-132
2026-01-07,0.05938705595337157,-0.003439923431013958,-0.011520798626959317,-131
2026-01-08,-0.005424992526246064,7.65482590914246e-05,0.008797717282141182,-130
2026-01-09,-0.00545458360151807,0.006475487031883276,0.005825688953988051,-129
2026-01-12,-0.043875645397374874,0.001577633215136931,0.0005357425855050391,-128
2026-01-13,-0.009560265880022123,-0.0019391230550597216,0.00011981629224888657,-127
2026-01-14,-0.032818456581167665,-0.005333360445499591,0.003978569956074818,-126
2026-01-15,0.07584822759350862,0.0025799262171273263,0.004924947387696665,-125
2026-01-16,-0.05936914707808072,-0.0006423023039563436,-0.002887022417487506,-124
2026-01-20,0.013806645454467636,-0.02062675805627745,-0.014825625046527513,-123
2026-01-21,-0.07587546237666598,0.011587741323274559,0.016717171984225176,-122
2026-01-22,0.10315784655119242,0.005487502192628835,0.0016868459458034835,-121
2026-01-23,0.20419851496158548,0.0003268698377891788,-0.004481987259057685,-120
2026-01-26,-0.09825671809530534,0.005006083031276365,0.002269094044023756,-119
2026-01-27,0.24956064358769248,0.004081896177137168,-0.0014894787750030503,-118
2026-01-28,-0.02953586978952305,-8.172305219089626e-05,-0.0030950803571380137,-117
2026-01-29,-0.07391307562796168,-0.001292631274007694,0.0012697273037383106,-116
2026-01-30,-0.04381842548068582,-0.004301899620894223,-0.003105730518702998,-115
2026-02-02,0.011456578280621965,0.00539126612916796,0.005129559217440516,-114
2026-02-03,-0.09223296288949134,-0.008403983020698336,-0.002248277062084858,-113
2026-02-04,0.048128337700657386,-0.005072391906223106,0.00881578249861148,-112
2026-02-05,-0.09693880281762102,-0.012251015567674717,-0.009159122095203753,-111
2026-02-06,0.29755177791565046,0.0196957966973359,0.018770052550096672,-110
2026-02-09,-0.029027549077029424,0.004691086716887227,0.0007302740295604959,-109
2026-02-10,-0.05829594366963753,-0.003303712975458173,0.003313061621206259,-108
2026-02-11,0.019047600305720724,-4.895607156218951e-05,0.002272086686360808,-107
2026-02-12,-0.07165109543308845,-0.01566101212770199,-0.013738314833078191,-106
2026-02-13,0.011744995170023698,0.0004990891480125548,0.010430306544395584,-105
2026-02-17,-0.03482587576122942,0.0010313220779065713,-0.002524336914873193,-104
2026-02-18,0.0034364227382495116,0.005566070147410729,0.005653552734789846,-103
2026-02-19,-0.02568494716579106,-0.0028221256867719813,-0.002554137459659267,-102
2026-02-20,-0.029876990260873537,0.006939724763506794,0.004954605464268846,-101
2026-02-23,0.05253622515490508,-0.010385652247284827,-0.011215514208249733,-100
2026-02-24,0.034423457499487276,0.0076516140863223114,0.007899931135675331,-99
2026-02-25,-0.009983430504438173,0.008136355657339944,0.0002551416683014285,-98
2026-02-26,0.026890811660215563,-0.005365580569328343,0.006283307515232428,-97
2026-02-27,-0.03764321015508598,-0.00433935281103115,0.0009211485955460397,-96
2026-03-02,-0.04931972044367916,0.0003983547353176853,-0.0020528610543587567,-95
2026-03-03,-0.01788915540967051,-0.009444031095625416,-0.012270326422209488,-94
2026-03-04,0.007286054709987555,0.007756049264286302,0.004000188570331575,-93
2026-03-05,-0.01446661799421256,-0.005646704863891072,-0.010860712200678302,-92
2026-03-06,0.0,-0.013276795812569242,-0.013112937899380173,-91
2026-03-09,0.012844068644254802,0.008304161513105202,0.0031326655353263178,-90
2026-03-10,0.014492739851898806,-0.0021351198877325173,-0.008181119775689694,-89
2026-03-11,-0.03035715699804098,-0.0008376012017449197,-0.003198826647542119,-88
2026-03-12,0.031307565684759675,-0.015227676506708532,-0.01521564736625658,-87
2026-03-13,-0.014285700905079524,-0.006059115470564369,-0.00043464395057457583,-86
2026-03-16,0.03442030034003163,0.010130883162251969,0.007032953005942755,-85
2026-03-17,0.008756600770722489,0.0024942548757938,0.005115696003854753,-84
2026-03-18,-0.04166670805877948,-0.013607567880073446,-0.012916149206088079,-83
2026-03-19,-0.018115924814873563,-0.002748797741878972,-0.0005977943862331969,-82
2026-03-20,0.012915072663999494,-0.015138182356779217,-0.01521403633241536,-81
2026-03-23,-0.04189427173500293,0.011453200463990454,0.01097352614351843,-80
2026-03-24,-0.007604645807912647,-0.0037425745042546366,0.0011823145196590001,-79
2026-03-25,0.14559391943077693,0.005419124381509377,0.00461581504413755,-78
2026-03-26,-0.10535118936981669,-0.017406172392416708,-0.00930938054339836,-77
2026-03-27,-0.05046728705410264,-0.01672184352107431,-0.013228884836744226,-76
2026-03-30,-0.12007876824324548,-0.003945748828622642,-0.002368282683598011,-75
2026-03-31,0.1275168229117385,0.02913114047102594,0.020188596995965646,-74
2026-04-01,0.14682544713418033,0.007168516684867399,0.0031535204592463284,-73
2026-04-02,-0.03979238939873886,0.0011208758485563575,0.00302702881296657,-72
2026-04-06,0.016216157235629858,0.0044267825126402816,0.004249593909462224,-71
2026-04-07,-0.04255315191482678,0.0007592481161695641,-0.00261834714134368,-70
2026-04-08,-0.02222220063700142,0.025081414644149813,0.02358986560598142,-69
2026-04-09,0.05871210804190352,0.006170023529293189,0.0005371258176609661,-68
2026-04-10,-0.05903397400683097,-0.0011385210916523558,-0.007511893045093365,-67
2026-04-13,0.16159693301254108,0.010173274948748201,0.011549549551757687,-66
2026-04-14,-0.026186631874464017,0.011782866364792755,0.0039055448305005402,-65
2026-04-15,0.020168128780337025,0.007975783355387733,6.426492064015576e-05,-64
2026-04-16,-0.001647484118455722,0.0026099558353673835,0.00480453496547284,-63
2026-04-17,0.016501634583630187,0.012040463669150903,0.012257698713207033,-62
2026-04-20,0.10876624884583741,-0.002374372617670484,0.0028952042144074763,-61
2026-04-21,-0.05124449612623916,-0.006348217959672997,-0.005903234931099344,-60
2026-04-22,-0.01080249559495916,0.010460084168953943,-2.8085461679761003e-05,-59
2026-04-23,-0.10296409721110511,-0.004132868267081369,-0.0007141762255126194,-58
2026-04-24,-0.05565220376719604,0.007973689797975636,-0.00166946796992673,-57
2026-04-27,0.031307565684759675,0.0012323767534654362,-0.001881262399839434,-56
2026-04-28,-0.048214283129390356,-0.004894172187521972,-0.004661703218838853,-55
2026-04-29,0.01125702507286741,-0.0003991720531409948,-0.0018849901445683326,-54
2026-04-30,0.1261596144749364,0.010238239941821936,0.014550304811110637,-53
2026-05-01,0.16474464113998488,0.002928328889657106,-0.0025693863568287956,-52
2026-05-04,0.012729798241233103,-0.004062189384334225,-0.006099109383206791,-51
2026-05-05,-0.01536308086891991,0.008120017337603702,0.007990924588090031,-50
2026-05-06,-0.0014184721434444825,0.014588330317794274,0.008281261477277146,-49
2026-05-07,-0.04119317662278721,-0.003803095327784889,-0.006692313296251751,-48
2026-05-08,-0.020740720960829018,0.008425703533400997,0.002994348274268699,-47
2026-05-11,0.01815429396902002,0.0018799566475542484,-0.0008357774655967098,-46
2026-05-12,0.16047547112113336,-0.0016026088601545085,-0.0011804073658648884,-45
2026-05-13,-0.07810501126550695,0.005849246488426552,-0.004280009038704846,-44
2026-05-14,-0.12499995032946132,0.007655604577358366,0.0037201815749132727,-43
2026-05-15,-0.04920641432243178,-0.012363320128051747,-0.010826756382525282,-42
2026-05-18,-0.06510849438860555,-0.0007356678561787344,0.005823869146855953,-41
2026-05-19,-0.07142858967489152,-0.006678320788135905,-0.005763304365133615,-40
2026-05-20,-0.11538460127700667,0.010792026370445518,0.011404669374141863,-39
2026-05-21,-0.021739110153428554,0.0017153304306989359,0.003879102872226703,-38
2026-05-22,-0.0844444698757596,0.0037269732409066503,0.009151916219678036,-37
2026-05-26,-0.10194171105380323,0.006108260424063872,0.004629519808555749,-36
2026-05-27,-0.0027027000903735443,0.00016487914469087706,-0.00046084187505646135,-35
2026-05-28,0.276422754772216,0.005753716619668614,0.0036797071036465123,-34
2026-05-29,-0.07430995791886807,0.002172260678511728,0.002324646305934097,-33
2026-06-01,0.002293521040931168,0.0026252961308912415,0.002238630388045504,-32
2026-06-02,-0.05034320273523407,0.0012920889411551784,0.003437987593098324,-31
2026-06-03,-0.08192774572883177,-0.007372041104846239,-0.004167050545084372,-30
2026-06-04,-0.047244050142243865,0.004054961568363158,0.007916095417726865,-29
2026-06-05,-0.0771350415925467,-0.026445361894386843,-0.014513204484701503,-28
2026-06-08,0.19104481287272468,0.0029781310549599205,-0.0007358295256946201,-27
2026-06-09,0.05012532511420642,-0.0025763939780845124,0.007616695894217651,-26
2026-06-10,-0.033412855506848915,-0.016199450298948426,-0.013078269128429465,-25
2026-06-11,-0.024691392183120553,0.017518885564244746,0.016103420433668303,-24
2026-06-12,0.17721519980593325,0.0050255138730570525,0.00893656397355147,-23
2026-06-15,0.4344085891393725,0.016528391294663436,0.005045820561644598,-22
2026-06-16,0.4047975679732434,-0.005684179609759754,-0.003172585949992701,-21
2026-06-17,-0.05016011448977353,-0.012148282108228825,-0.015196899689365106,-20
2026-06-18,0.15168544262170003,0.010846212235623431,0.005465999382910258,-19
2026-06-22,0.21560975981921682,-0.003705051979052687,0.0013362027999852533,-18
2026-06-23,0.00321026980181105,-0.014362785193208105,-0.003690021635916141,-17
2026-06-24,-0.03839996337890628,-0.0009829319733113406,0.0071261948209488946,-16
2026-06-25,-0.0740432869740788,-9.92061187945481e-05,0.006652516955947929,-15
2026-06-26,0.03953275614188101,-0.00047165741757115853,0.004294899928626972,-14
2026-06-29,0.2610199254468999,0.011750057250389023,0.001790969373075768,-13
2026-06-30,0.03358463097968167,0.007920198981480553,-0.0011659894271714988,-12
2026-07-01,-0.019893911953093424,-0.0021508346187620875,0.002361303823695593,-11
2026-07-02,0.0013532109692164784,1.3702513856905796e-06,0.0075772445722182,-10
2026-07-06,0.13648645122004255,0.00724150765029874,0.00013775508088142985,-9
2026-07-07,0.0005945439395527163,-0.0044551096782159405,-0.0012669704556610428,-8
2026-07-08,0.14557342685952612,-0.002817238676629863,-0.01176079819964082,-7
2026-07-09,-0.06794612690021329,0.008142795337428232,0.006273030635144838,-6
2026-07-10,-0.058987173424911554,0.004208843399813977,0.0033196821527619047,-5
2026-07-13,-0.11531637060088817,-0.007927023147980106,-0.0006149754392216211,-4
2026-07-14,0.01938502413860621,0.0037589783811964317,-0.003757844974039859,-3
2026-07-15,0.12459013892001791,0.003819144358387927,-0.001894707876327617,-2
2026-07-16,0.005247822425059834,-0.005101405539945647,0.009955092810718824,-1
2026-07-17,-0.05394433396303133,-0.010098540030789804,-0.007824746126624094,0
2026-07-20,-0.08645002413129388,-0.0019322546744660052,-0.004997450844903217,1
2026-07-21,0.0758389998017126,0.008856366018608064,0.001920163384155238,2
2026-07-22,-0.0835933280638318,-0.0013636917526039793,-0.00032719343374443266,3
2026-07-23,0.04152488956950995,-0.012089697334330851,-0.0036068789775711707,4
2026-07-24,0.01568625935465673,0.0004967638835191579,0.007695292093182982,5
2026-07-27,0.08751606563807712,0.0001619264104413265,0.0075198162429701565,6
2026-07-28,0.11124266926336945,0.002104307328987254,0.011359436495948394,7
2026-07-29,-0.10170392851850707,-0.015161289750108109,-0.008585614048030599,8
2026-07-30,-0.01778311378097197,0.016604359135647728,-0.0019780926020855905,9
2026-07-31,-0.05250452031274533,0.00700361981598796,-0.0019546967130196213,10
