Date,daily_return_firm,daily_return_market,daily_return_market_ew,trading_day_offset
2025-01-23,0.001221029230061177,0.00531348622041139,0.004853522467520133,-157
2025-01-24,-0.03414630969318089,-0.002855132319398823,-0.0009257327605318721,-156
2025-01-27,-0.11174245206522271,-0.014580715690809543,0.00024247847127178979,-155
2025-01-28,0.011371702265989825,0.009217869449967608,-0.00473181280333046,-154
2025-01-29,-0.016865760986556344,-0.004678895760321544,-0.0034207746115085813,-153
2025-01-30,0.0007148126551423939,0.005275414405311762,0.010293549294439375,-152
2025-01-31,0.010714258466448134,-0.005046825754019935,-0.007715511180001355,-151
2025-02-03,0.006360434983335939,-0.007608597684666707,-0.006111204990846275,-150
2025-02-04,0.10323035748991316,0.007224881828679752,0.0013251188100427136,-149
2025-02-05,0.0063653966407959395,0.003908672930614365,0.004806320184747248,-148
2025-02-06,-0.0018975765875555162,0.003644298722618622,-0.001235302313224107,-147
2025-02-07,-0.011406803203257931,-0.009464770111542897,-0.0050906132080811295,-146
2025-02-10,-0.017307721228288497,0.006712541085862833,0.0032538965576920376,-145
2025-02-11,-0.09947812303456305,0.00033958278885926063,-0.00021173555310105563,-144
2025-02-12,0.01195218820757038,-0.0027238667143857365,-0.005561670764490545,-143
2025-02-13,0.09162488965674354,0.010426292122230674,0.008393256811368932,-142
2025-02-14,-0.28098359655161376,-7.194380749464546e-05,-0.0012127917558638623,-141
2025-02-18,0.04331960065529983,0.0024449877750611915,0.007603558893255924,-140
2025-02-19,-0.03234264852540192,0.0023769693899173827,0.0019539342787036063,-139
2025-02-20,-0.014453464482651945,-0.0043341850761716705,-0.0028961183738976937,-138
2025-02-21,-0.05499536537003091,-0.01706412670256352,-0.01417282897962635,-137
2025-02-24,-0.08535403284432008,-0.00496910650440241,0.0007217863890904841,-136
2025-02-25,-0.05620367651044611,-0.004679730915472358,0.0012845534410859116,-135
2025-02-26,0.07528091067543086,0.00013602428004699796,-0.002207717598664116,-134
